eventTime,userIdentity,eventName,eventSource,awsRegion,sourceIPAddress,ts_anomaly,dbscan_anomaly,if_anomaly,if_score,cloudsentry_alert
2026-04-01 07:58:25,user_08,DescribeSecurityGroups,kms.amazonaws.com,ap-south-1,10.57.21.89,0,0,0,-0.1680891338152672,0
2026-04-01 08:00:04,user_09,PutItem,dynamodb.amazonaws.com,us-west-2,10.88.48.227,0,1,0,-0.09346738676397792,0
2026-04-01 08:00:07,user_06,DescribeStacks,iam.amazonaws.com,ap-south-1,10.157.37.153,0,0,0,-0.2243170737849542,0
2026-04-01 08:01:28,user_07,DescribeSecurityGroups,ec2.amazonaws.com,ap-south-1,10.187.20.75,0,0,0,-0.1716766379139607,0
2026-04-01 08:01:34,user_04,ListBuckets,cloudtrail.amazonaws.com,ap-south-1,10.103.151.10,0,0,0,-0.15077766237271467,0
2026-04-01 08:02:50,user_09,PutItem,kms.amazonaws.com,us-west-2,10.88.48.243,0,0,0,-0.08851385792447009,0
2026-04-01 08:03:20,user_04,PutItem,iam.amazonaws.com,ap-south-1,10.103.151.125,0,0,0,-0.19359460892881514,0
2026-04-01 08:04:34,user_06,DescribeSecurityGroups,kms.amazonaws.com,us-west-2,10.157.37.211,0,0,0,-0.08495185809637162,0
2026-04-01 08:06:34,user_06,DescribeStacks,kms.amazonaws.com,ap-south-1,10.157.37.138,0,0,0,-0.20739419032435896,0
2026-04-01 08:07:59,user_09,GetObject,s3.amazonaws.com,ap-south-1,10.88.48.53,0,0,0,-0.22321100016607182,0
2026-04-01 08:11:41,user_04,AssumeRole,dynamodb.amazonaws.com,ap-south-1,10.103.151.251,0,0,0,-0.1615653827606418,0
2026-04-01 08:12:46,user_07,DescribeStacks,ec2.amazonaws.com,ap-south-1,10.187.20.93,0,0,0,-0.12771496281458505,0
2026-04-01 08:14:24,user_03,DescribeStacks,s3.amazonaws.com,eu-west-1,10.202.87.84,0,0,0,-0.208625758725078,0
2026-04-01 08:14:31,user_09,DescribeStacks,iam.amazonaws.com,ap-south-1,10.88.48.239,0,0,0,-0.22945565469766516,0
2026-04-01 08:15:53,user_04,AssumeRole,iam.amazonaws.com,us-west-2,10.103.151.25,0,1,0,-0.018091551342888756,0
2026-04-01 08:20:34,user_06,DescribeSecurityGroups,dynamodb.amazonaws.com,ap-south-1,10.157.37.244,0,0,0,-0.1907082450730042,0
2026-04-01 08:22:41,user_09,AssumeRole,ec2.amazonaws.com,ap-south-1,10.88.48.221,0,0,0,-0.222640630396369,0
2026-04-01 08:22:45,user_01,ListBuckets,ec2.amazonaws.com,eu-west-1,10.71.188.115,0,0,0,-0.173093647647327,0
2026-04-01 08:24:47,user_09,DescribeInstances,cloudtrail.amazonaws.com,ap-south-1,10.88.48.240,0,0,0,-0.22783779024016082,0
2026-04-01 08:26:04,user_06,DescribeSecurityGroups,iam.amazonaws.com,ap-south-1,10.157.37.25,0,0,0,-0.21583792433053162,0
2026-04-01 08:32:20,user_06,DescribeInstances,kms.amazonaws.com,eu-west-1,10.157.37.175,0,1,0,-0.1049398959641401,0
2026-04-01 08:32:23,user_07,DescribeStacks,iam.amazonaws.com,ap-south-1,10.187.20.249,0,0,0,-0.21811602655481915,0
2026-04-01 08:32:55,user_07,AssumeRole,s3.amazonaws.com,ap-south-1,10.187.20.53,0,0,0,-0.21162523744660333,0
2026-04-01 08:33:47,user_07,AssumeRole,kms.amazonaws.com,ap-south-1,10.187.20.31,0,0,0,-0.19971506173140546,0
2026-04-01 08:34:36,user_09,GetObject,iam.amazonaws.com,ap-south-1,10.88.48.27,0,0,0,-0.22893178636180805,0
2026-04-01 08:34:40,user_07,DescribeSecurityGroups,kms.amazonaws.com,ap-south-1,10.187.20.220,0,0,0,-0.15767536977217922,0
2026-04-01 08:35:46,user_09,DescribeSecurityGroups,dynamodb.amazonaws.com,ap-south-1,10.88.48.58,0,0,0,-0.17112471581911726,0
2026-04-01 08:43:44,user_01,GetItem,cloudtrail.amazonaws.com,ap-south-1,10.71.188.229,0,1,0,-0.12415630677492939,0
2026-04-01 08:45:41,user_09,GetObject,s3.amazonaws.com,ap-south-1,10.88.48.107,0,0,0,-0.1837861846656254,0
2026-04-01 08:46:14,user_06,GetParameter,ec2.amazonaws.com,ap-south-1,10.157.37.212,0,0,0,-0.21366691380011593,0
2026-04-01 08:49:52,user_06,AssumeRole,ec2.amazonaws.com,ap-south-1,10.157.37.86,0,0,0,-0.21591057177395512,0
2026-04-01 08:52:29,user_09,DescribeInstances,iam.amazonaws.com,eu-west-1,10.88.48.90,0,1,0,-0.14593281302099642,0
2026-04-01 08:55:42,user_06,AssumeRole,ec2.amazonaws.com,us-east-1,10.157.37.21,0,0,0,-0.08524447066127294,0
2026-04-01 08:58:02,user_09,ListUsers,ec2.amazonaws.com,ap-south-1,10.88.48.208,0,0,0,-0.2085719797670862,0
2026-04-01 08:58:46,user_09,PutItem,kms.amazonaws.com,ap-south-1,10.88.48.22,0,0,0,-0.21519065719381242,0
2026-04-01 09:03:25,user_07,PutItem,iam.amazonaws.com,ap-south-1,10.187.20.234,0,0,0,-0.22371126114579504,0
2026-04-01 09:03:29,user_07,PutItem,iam.amazonaws.com,ap-south-1,10.187.20.3,0,0,0,-0.2265193629899298,0
2026-04-01 09:04:43,user_04,GetItem,cloudtrail.amazonaws.com,ap-south-1,10.103.151.67,0,0,0,-0.19046053020637366,0
2026-04-01 09:04:46,user_04,PutItem,ec2.amazonaws.com,ap-south-1,10.103.151.119,0,0,0,-0.19960663380366628,0
2026-04-01 09:05:25,user_07,GetParameter,iam.amazonaws.com,ap-south-1,10.187.20.193,0,0,0,-0.22057677745578247,0
2026-04-01 09:05:38,user_06,AssumeRole,s3.amazonaws.com,ap-south-1,10.157.37.171,0,0,0,-0.21247420089145852,0
2026-04-01 09:05:45,user_06,PutItem,iam.amazonaws.com,ap-south-1,10.157.37.12,0,0,0,-0.22505007236410418,0
2026-04-01 09:08:08,user_07,AssumeRole,iam.amazonaws.com,ap-south-1,10.187.20.216,0,0,0,-0.18364182664253753,0
2026-04-01 09:08:58,user_07,DescribeStacks,s3.amazonaws.com,ap-south-1,10.187.20.175,0,0,0,-0.2225780497336765,0
2026-04-01 09:10:49,user_04,GetParameter,s3.amazonaws.com,ap-south-1,10.103.151.137,0,0,0,-0.12465042826602457,0
2026-04-01 09:11:47,user_07,GetObject,dynamodb.amazonaws.com,ap-south-1,10.187.20.220,0,0,0,-0.14475113517259514,0
2026-04-01 09:12:30,user_04,DescribeStacks,s3.amazonaws.com,ap-south-1,10.103.151.42,0,0,0,-0.19355902373552786,0
2026-04-01 09:12:56,user_04,DescribeSecurityGroups,ec2.amazonaws.com,ap-south-1,10.103.151.7,0,0,0,-0.19297931693379394,0
2026-04-01 09:13:35,user_04,GetObject,ec2.amazonaws.com,ap-south-1,10.103.151.105,0,0,0,-0.18749063497445745,0
2026-04-01 09:14:25,user_07,GetItem,dynamodb.amazonaws.com,ap-south-1,10.187.20.127,0,0,0,-0.1522534581763254,0
2026-04-01 09:14:55,user_06,GetParameter,dynamodb.amazonaws.com,ap-south-1,10.157.37.116,0,0,0,-0.19622904190765633,0
2026-04-01 09:20:17,user_06,GetItem,iam.amazonaws.com,ap-south-1,10.157.37.165,0,0,0,-0.21363187948930418,0
2026-04-01 09:21:03,user_07,GetItem,dynamodb.amazonaws.com,ap-south-1,10.187.20.141,0,0,0,-0.18385520753880086,0
2026-04-01 09:21:39,user_07,GetItem,iam.amazonaws.com,ap-south-1,10.187.20.249,0,0,0,-0.21009535905571186,0
2026-04-01 09:21:48,user_06,GetObject,ec2.amazonaws.com,ap-south-1,10.157.37.198,0,0,0,-0.22362693311186427,0
2026-04-01 09:22:39,user_07,ListUsers,iam.amazonaws.com,ap-south-1,10.187.20.100,0,0,0,-0.18488145289015884,0
2026-04-01 09:24:11,user_04,GetItem,ec2.amazonaws.com,ap-south-1,10.103.151.207,0,0,0,-0.1314821034387249,0
2026-04-01 09:24:32,user_04,GetObject,s3.amazonaws.com,ap-south-1,10.103.151.102,0,0,0,-0.14068273863764996,0
2026-04-01 09:25:37,user_06,DescribeStacks,cloudtrail.amazonaws.com,ap-south-1,10.157.37.83,0,0,0,-0.22690740563405204,0
2026-04-01 09:28:12,user_07,AssumeRole,s3.amazonaws.com,ap-south-1,10.187.20.240,0,0,0,-0.17223543347838494,0
2026-04-01 09:28:46,user_09,PutItem,kms.amazonaws.com,ap-south-1,10.88.48.182,0,0,0,-0.18223141976449436,0
2026-04-01 09:29:56,user_07,DescribeInstances,iam.amazonaws.com,ap-south-1,10.187.20.26,0,0,0,-0.2100891767433013,0
2026-04-01 09:32:23,user_01,DescribeStacks,ec2.amazonaws.com,eu-west-1,10.71.188.133,0,0,0,-0.2307804911389545,0
2026-04-01 09:34:27,user_04,DescribeStacks,iam.amazonaws.com,ap-south-1,10.103.151.78,0,0,0,-0.20315757736141793,0
2026-04-01 09:35:47,user_03,DescribeStacks,ec2.amazonaws.com,eu-west-1,10.202.87.78,0,0,0,-0.22037688999317973,0
2026-04-01 09:35:49,user_09,GetItem,kms.amazonaws.com,ap-south-1,10.88.48.63,0,0,0,-0.20069224813694414,0
2026-04-01 09:38:12,user_07,DescribeInstances,iam.amazonaws.com,ap-south-1,10.187.20.46,0,0,0,-0.20378530191410182,0
2026-04-01 09:39:13,user_09,ListUsers,s3.amazonaws.com,us-east-1,10.88.48.247,0,1,0,-0.07325376486505575,0
2026-04-01 09:40:35,user_06,GetItem,dynamodb.amazonaws.com,ap-south-1,10.157.37.137,0,0,0,-0.18433584947366027,0
2026-04-01 09:40:39,user_06,ListUsers,kms.amazonaws.com,ap-south-1,10.157.37.191,0,0,0,-0.20584600970487954,0
2026-04-01 09:41:46,user_04,DescribeStacks,cloudtrail.amazonaws.com,ap-south-1,10.103.151.214,0,0,0,-0.20590557332891402,0
2026-04-01 09:43:51,user_07,PutItem,ec2.amazonaws.com,ap-south-1,10.187.20.75,0,0,0,-0.17741777759362365,0
2026-04-01 09:44:50,user_07,ListUsers,s3.amazonaws.com,ap-south-1,10.187.20.127,0,0,0,-0.19873118851353794,0
2026-04-01 09:45:21,user_07,DescribeSecurityGroups,dynamodb.amazonaws.com,ap-south-1,10.187.20.176,0,0,0,-0.19494026883207355,0
2026-04-01 09:46:19,user_03,DescribeInstances,iam.amazonaws.com,eu-west-1,10.202.87.81,0,0,0,-0.21757565013147762,0
2026-04-01 09:46:56,user_01,DescribeStacks,iam.amazonaws.com,eu-west-1,10.71.188.8,0,0,0,-0.18898623754757582,0
2026-04-01 09:47:38,user_09,DescribeSecurityGroups,iam.amazonaws.com,ap-south-1,10.88.48.15,0,0,0,-0.17469752776094333,0
2026-04-01 09:50:20,user_09,DescribeInstances,kms.amazonaws.com,ap-south-1,10.88.48.147,0,0,0,-0.2167438464849063,0
2026-04-01 09:50:53,user_07,DescribeSecurityGroups,s3.amazonaws.com,ap-south-1,10.187.20.3,0,0,0,-0.2159750141119291,0
2026-04-01 09:51:13,user_07,GetParameter,cloudtrail.amazonaws.com,ap-south-1,10.187.20.164,0,0,0,-0.21762345033471764,0
2026-04-01 09:51:58,user_09,GetItem,s3.amazonaws.com,ap-south-1,10.88.48.15,0,0,0,-0.15569134829034809,0
2026-04-01 09:52:33,user_03,AssumeRole,ec2.amazonaws.com,eu-west-1,10.202.87.164,0,0,0,-0.2150087705854281,0
2026-04-01 09:53:23,user_09,AssumeRole,kms.amazonaws.com,ap-south-1,10.88.48.55,0,0,0,-0.19488153256057472,0
2026-04-01 09:53:38,user_04,DescribeSecurityGroups,s3.amazonaws.com,ap-south-1,10.103.151.24,0,0,0,-0.17736753971460595,0
2026-04-01 09:54:32,user_06,GetObject,dynamodb.amazonaws.com,ap-south-1,10.157.37.28,0,0,0,-0.18057048782136892,0
2026-04-01 09:55:27,user_06,DescribeStacks,cloudtrail.amazonaws.com,ap-south-1,10.157.37.124,0,0,0,-0.22621037455594695,0
2026-04-01 09:57:32,user_09,ListBuckets,cloudtrail.amazonaws.com,us-west-2,10.88.48.82,0,0,0,-0.08384583931120637,0
2026-04-01 09:59:33,user_08,DescribeStacks,iam.amazonaws.com,ap-south-1,10.57.21.206,0,0,0,-0.19795413731228179,0
2026-04-01 10:00:09,user_09,AssumeRole,s3.amazonaws.com,ap-south-1,10.88.48.106,0,0,0,-0.21963800978907821,0
2026-04-01 10:00:24,user_03,GetParameter,ec2.amazonaws.com,eu-west-1,10.202.87.35,0,0,0,-0.1769996817330139,0
2026-04-01 10:00:52,user_01,PutItem,cloudtrail.amazonaws.com,eu-west-1,10.71.188.215,0,0,0,-0.20244666033023662,0
2026-04-01 10:01:39,user_07,DescribeStacks,s3.amazonaws.com,ap-south-1,10.187.20.206,0,0,0,-0.2226077928383141,0
2026-04-01 10:02:49,user_03,GetItem,kms.amazonaws.com,eu-west-1,10.202.87.222,0,0,0,-0.188737773540185,0
2026-04-01 10:05:31,user_04,ListBuckets,kms.amazonaws.com,ap-south-1,10.103.151.31,0,0,0,-0.1365961332559315,0
2026-04-01 10:05:31,user_00,DescribeStacks,kms.amazonaws.com,eu-west-1,10.179.92.184,0,0,0,-0.18456518571854574,0
2026-04-01 10:05:58,user_06,DescribeStacks,iam.amazonaws.com,ap-south-1,10.157.37.120,0,0,0,-0.17325995932911037,0
2026-04-01 10:09:16,user_09,ListBuckets,cloudtrail.amazonaws.com,ap-south-1,10.88.48.156,0,0,0,-0.1834054375565381,0
2026-04-01 10:11:31,user_04,AssumeRole,ec2.amazonaws.com,ap-south-1,10.103.151.191,0,0,0,-0.20048541447698454,0
2026-04-01 10:11:47,user_09,DescribeStacks,s3.amazonaws.com,ap-south-1,10.88.48.218,0,0,0,-0.23150702462739403,0
2026-04-01 10:12:52,user_08,GetParameter,kms.amazonaws.com,ap-south-1,10.57.21.156,0,0,0,-0.12928398841375816,0
2026-04-01 10:14:36,user_07,GetParameter,dynamodb.amazonaws.com,ap-south-1,10.187.20.201,0,0,0,-0.195652947351676,0
2026-04-01 10:16:09,user_02,GetParameter,iam.amazonaws.com,eu-west-1,10.121.210.128,0,0,0,-0.19207659587570503,0
2026-04-01 10:17:39,user_03,GetItem,s3.amazonaws.com,eu-west-1,10.202.87.8,0,0,0,-0.20876892456771562,0
2026-04-01 10:18:48,user_08,PutItem,kms.amazonaws.com,ap-south-1,10.57.21.145,0,0,0,-0.1968995486188454,0
2026-04-01 10:19:51,user_09,GetItem,iam.amazonaws.com,ap-south-1,10.88.48.49,0,0,0,-0.1886123509128123,0
2026-04-01 10:21:43,user_07,ListBuckets,ec2.amazonaws.com,ap-south-1,10.187.20.105,0,0,0,-0.16775311394010867,0
2026-04-01 10:22:47,user_06,PutItem,s3.amazonaws.com,ap-south-1,10.157.37.139,0,0,0,-0.22620981192984618,0
2026-04-01 10:22:57,user_09,DescribeStacks,dynamodb.amazonaws.com,ap-south-1,10.88.48.81,0,0,0,-0.11305833815993149,0
2026-04-01 10:24:01,user_04,DescribeSecurityGroups,dynamodb.amazonaws.com,ap-south-1,10.103.151.164,0,0,0,-0.17001362791465213,0
2026-04-01 10:24:21,user_08,GetObject,cloudtrail.amazonaws.com,ap-south-1,10.57.21.228,0,0,0,-0.21090598842469965,0
2026-04-01 10:27:15,user_08,GetObject,kms.amazonaws.com,eu-west-1,10.57.21.246,0,1,0,-0.10439214511714956,0
2026-04-01 10:29:11,user_07,DescribeInstances,iam.amazonaws.com,us-west-2,10.187.20.213,0,0,0,-0.0903903343293726,0
2026-04-01 10:29:32,user_07,AssumeRole,ec2.amazonaws.com,ap-south-1,10.187.20.239,0,0,0,-0.1765080328796773,0
2026-04-01 10:30:57,user_03,GetParameter,kms.amazonaws.com,eu-west-1,10.202.87.220,0,0,0,-0.21049330944906453,0
2026-04-01 10:33:00,user_06,ListUsers,dynamodb.amazonaws.com,ap-south-1,10.157.37.22,0,0,0,-0.19016569774690134,0
2026-04-01 10:33:03,user_06,PutItem,ec2.amazonaws.com,ap-south-1,10.157.37.247,0,0,0,-0.16614831577897426,0
2026-04-01 10:33:15,user_06,DescribeInstances,dynamodb.amazonaws.com,ap-south-1,10.157.37.76,0,0,0,-0.20541145471571703,0
2026-04-01 10:33:28,user_09,GetParameter,ec2.amazonaws.com,ap-south-1,10.88.48.34,0,0,0,-0.23097760332592704,0
2026-04-01 10:33:55,user_07,GetItem,kms.amazonaws.com,ap-south-1,10.187.20.65,0,0,0,-0.1990587893516474,0
2026-04-01 10:34:00,user_01,GetItem,cloudtrail.amazonaws.com,eu-west-1,10.71.188.197,0,0,0,-0.22604612745131109,0
2026-04-01 10:35:50,user_07,GetObject,iam.amazonaws.com,ap-south-1,10.187.20.104,0,0,0,-0.2134792237971283,0
2026-04-01 10:37:32,user_06,GetObject,dynamodb.amazonaws.com,ap-south-1,10.157.37.176,0,0,0,-0.1971220692111314,0
2026-04-01 10:37:45,user_04,AssumeRole,cloudtrail.amazonaws.com,ap-south-1,10.103.151.226,0,0,0,-0.20207085640474853,0
2026-04-01 10:38:04,user_05,GetObject,dynamodb.amazonaws.com,us-west-2,10.52.1.242,0,1,0,-0.10560449938389338,0
2026-04-01 10:39:11,user_03,GetParameter,kms.amazonaws.com,eu-west-1,10.202.87.31,0,0,0,-0.21160432208437474,0
2026-04-01 10:40:04,user_09,ListBuckets,ec2.amazonaws.com,ap-south-1,10.88.48.177,0,0,0,-0.15848133202740622,0
2026-04-01 10:40:38,user_01,GetObject,iam.amazonaws.com,eu-west-1,10.71.188.190,0,0,0,-0.23631214619193402,0
2026-04-01 10:42:11,user_03,GetObject,s3.amazonaws.com,eu-west-1,10.202.87.212,0,0,0,-0.21832854274269192,0
2026-04-01 10:43:00,user_04,DescribeSecurityGroups,cloudtrail.amazonaws.com,ap-south-1,10.103.151.198,0,0,0,-0.20354762075993793,0
2026-04-01 10:44:00,user_07,GetParameter,kms.amazonaws.com,ap-south-1,10.187.20.72,0,0,0,-0.21375152517012386,0
2026-04-01 10:46:13,user_00,DescribeInstances,s3.amazonaws.com,eu-west-1,10.179.92.247,0,0,0,-0.1649559204761571,0
2026-04-01 10:48:46,user_07,AssumeRole,ec2.amazonaws.com,ap-south-1,10.187.20.68,0,0,0,-0.18049590050231812,0
2026-04-01 10:49:23,user_04,DescribeInstances,kms.amazonaws.com,ap-south-1,10.103.151.202,0,0,0,-0.175084658331503,0
2026-04-01 10:50:37,user_02,GetObject,s3.amazonaws.com,eu-west-1,10.121.210.225,0,0,0,-0.207741344301008,0
2026-04-01 10:51:03,user_03,GetParameter,kms.amazonaws.com,eu-west-1,10.202.87.54,0,0,0,-0.1997775577462812,0
2026-04-01 10:51:14,user_01,GetParameter,cloudtrail.amazonaws.com,eu-west-1,10.71.188.28,0,0,0,-0.23130172201850713,0
2026-04-01 10:52:40,user_09,DescribeSecurityGroups,dynamodb.amazonaws.com,ap-south-1,10.88.48.54,0,0,0,-0.18786111781020404,0
2026-04-01 10:52:58,user_04,GetItem,s3.amazonaws.com,ap-south-1,10.103.151.206,0,0,0,-0.18478502402392744,0
2026-04-01 10:53:02,user_01,ListBuckets,kms.amazonaws.com,eu-west-1,10.71.188.236,0,0,0,-0.12011997091486792,0
2026-04-01 10:53:28,user_09,GetParameter,kms.amazonaws.com,ap-south-1,10.88.48.82,0,0,0,-0.22213212609930577,0
2026-04-01 10:54:06,user_09,ListUsers,dynamodb.amazonaws.com,ap-south-1,10.88.48.132,0,0,0,-0.18725181647881023,0
2026-04-01 10:54:28,user_03,AssumeRole,ec2.amazonaws.com,eu-west-1,10.202.87.84,0,0,0,-0.21726726889569525,0
2026-04-01 10:55:29,user_01,ListBuckets,iam.amazonaws.com,eu-west-1,10.71.188.119,0,0,0,-0.1807941286770593,0
2026-04-01 10:56:59,user_03,PutItem,cloudtrail.amazonaws.com,eu-west-1,10.202.87.130,0,0,0,-0.18152429403559328,0
2026-04-01 10:57:04,user_07,GetParameter,s3.amazonaws.com,ap-south-1,10.187.20.87,0,0,0,-0.22649434735557805,0
2026-04-01 11:00:18,user_04,GetItem,dynamodb.amazonaws.com,ap-south-1,10.103.151.190,0,0,0,-0.16470832687508596,0
2026-04-01 11:00:54,user_09,GetParameter,iam.amazonaws.com,ap-south-1,10.88.48.179,0,0,0,-0.17463279009715038,0
2026-04-01 11:01:00,user_02,GetItem,kms.amazonaws.com,eu-west-1,10.121.210.130,0,0,0,-0.18240060385048917,0
2026-04-01 11:01:24,user_06,GetParameter,cloudtrail.amazonaws.com,ap-south-1,10.157.37.44,0,0,0,-0.23151875525095494,0
2026-04-01 11:02:13,user_09,PutItem,ec2.amazonaws.com,ap-south-1,10.88.48.102,0,0,0,-0.23794055396878677,0
2026-04-01 11:03:17,user_09,GetObject,iam.amazonaws.com,ap-south-1,10.88.48.163,0,0,0,-0.2305114931294353,0
2026-04-01 11:04:12,user_04,DescribeSecurityGroups,ec2.amazonaws.com,ap-south-1,10.103.151.121,0,0,0,-0.19043816797367097,0
2026-04-01 11:04:42,user_03,ListUsers,s3.amazonaws.com,eu-west-1,10.202.87.23,0,0,0,-0.21809663982225908,0
